188942304,14728045224,15,6,15,0,0,3,3,0,0,6,0,0,1,0,0,,2,,,
188942304,14728045224,15,6,15,0,1,0,0,0,0,0,0,0,,,,,,,,
188942304,14728045224,15,6,15,0,2,0,0,0,0,0,0,0,,,,,,,,
188942304,14728045224,15,6,15,0,3,0,0,0,0,0,0,0,,,,,,,,
188942304,14728045224,15,6,15,0,4,0,0,0,0,0,0,0,,,,,,,,
188942304,14728045224,15,6,15,0,5,0,0,0,0,0,0,0,,,,,,,,
188942304,14728045224,15,6,15,0,6,2,1,1,0,2,0.63,0,0.5,1,0.5,0,2,0.63,inf,0
188942304,14728045224,15,6,15,0,7,0,0,0,0,0,0,0,,,,,,,,
188942304,14728045224,15,6,15,0,8,7,2,1,0,4,0.84,0,0.285714286,0.5,0.142857143,0,2,0.84,inf,0
188942304,14728045224,15,6,15,0,9,8,4,1,0,5,0.47,0,0.5,0.25,0.125,0,1.25,0.47,inf,0
188942304,14728045224,15,6,15,0,10,19,4,0,0,4,0,0,0.210526316,0,0,,1,,,
188942304,14728045224,15,6,15,0,11,14,9,3,0,16,2.44,0,0.642857143,0.333333333,0.214285714,0,1.777777778,0.813333333,inf,0
188942304,14728045224,15,6,15,0,12,8,4,2,0,6,4.67,0,0.5,0.5,0.25,0,1.5,2.335,inf,0
188942304,14728045224,15,6,15,0,13,6,6,1,0,15,0.53,0,1,0.166666667,0.166666667,0,2.5,0.53,inf,0
188942304,14728045224,15,6,15,0,14,8,6,3,0,6,4.93,0,0.75,0.5,0.375,0,1,1.643333333,inf,0
188942304,14728045224,15,6,15,0,15,5,4,0,0,5,0,0,0.8,0,0,,1.25,,,
188942304,14728045224,15,6,15,0,16,2,1,0,0,3,0,0,0.5,0,0,,3,,,
188942304,14728045224,15,6,15,0,17,5,5,1,0,9,0.74,0,1,0.2,0.2,0,1.8,0.74,inf,0
188942304,14728045224,15,6,15,0,18,5,4,0,0,8,0,0,0.8,0,0,,2,,,
188942304,14728045224,15,6,15,0,19,3,2,0,0,4,0,0,0.666666667,0,0,,2,,,
188942304,14728045224,15,6,15,0,20,4,4,1,0,4,0.33,0,1,0.25,0.25,0,1,0.33,inf,0
188942304,14728045224,15,6,15,0,21,5,2,1,0,6,1.53,0,0.4,0.5,0.2,0,3,1.53,inf,0
188942304,14728045224,15,6,15,0,22,5,4,0,0,8,0,0,0.8,0,0,,2,,,
188942304,14728045224,15,6,15,0,23,3,3,0,0,11,0,0,1,0,0,,3.666666667,,,